File_ID,Group_ID,Rating_1,Rating_2,Rating_3,Rating_4
img_1380.png,11,1,1,1,1
img_1381.png,11,0,0,0,0
img_1382.png,11,0,0,0,0
img_1383.png,11,1,1,1,1
img_1384.png,11,0,0,0,0
img_1385.png,11,0,0,0,0
img_1386.png,11,0,0,0,0
img_1387.png,11,1,1,1,1
img_1388.png,11,0,0,0,0
img_1389.png,11,0,0,0,0
img_1390.png,11,1,1,1,1
img_1391.png,11,0,0,0,0
img_1392.png,11,1,1,1,1
img_1393.png,11,0,0,0,0
img_1394.png,11,0,0,0,0
img_1395.png,11,2,2,2,1
img_1396.png,11,0,0,0,0
img_1397.png,11,0,0,0,0
img_1398.png,11,1,1,1,1
img_1399.png,11,1,1,1,1
img_1400.png,11,1,1,1,1
img_1401.png,11,1,1,1,1
img_1402.png,11,0,0,0,0
img_1403.png,11,0,0,0,0
img_1404.png,11,0,0,0,0
img_1405.png,11,0,0,0,0
img_1406.png,11,0,0,0,0
img_1407.png,11,1,1,1,1
img_1408.png,11,1,1,1,1
img_1409.png,11,0,0,0,0
img_1410.png,11,0,0,0,0
img_1441.png,12,0,0,0,0
img_1442.png,12,2,2,2,2
img_1443.png,12,1,1,1,1
img_1444.png,12,0,0,0,0
img_1445.png,12,1,1,1,1
img_1446.png,12,0,0,0,0
img_1447.png,12,0,0,0,0
img_1448.png,12,1,1,1,1
img_1449.png,12,0,0,0,0
img_1450.png,12,2,2,2,2
img_1451.png,12,0,1,1,1
img_1452.png,12,2,1,1,2
img_1453.png,12,2,2,2,2
img_1454.png,12,2,2,2,2
img_1455.png,12,1,1,1,1
img_1456.png,12,0,0,0,0
img_1457.png,12,0,0,0,0
img_1458.png,12,0,0,0,0
img_1459.png,12,1,1,1,1
img_1460.png,12,1,1,1,1
img_1461.png,12,0,0,0,0
img_1462.png,12,2,2,2,2
img_1463.png,12,0,0,0,0
img_1464.png,12,0,0,0,0
img_1465.png,12,0,0,0,0
img_1466.png,12,0,1,0,1
img_1467.png,12,0,0,0,0
img_1468.png,12,2,2,2,2
img_1469.png,12,2,2,2,2
img_1470.png,12,1,1,1,1
img_1471.png,12,1,1,1,1
img_1472.png,12,1,1,1,1
img_1473.png,12,1,1,1,1
img_1474.png,12,0,0,0,0
img_1475.png,12,0,0,0,0
img_1476.png,12,2,2,1,1
img_1477.png,12,2,1,2,2
img_1478.png,12,2,1,1,1
img_1479.png,12,2,2,1,2
img_1480.png,12,0,0,0,0
img_1481.png,12,0,0,0,0
img_1482.png,12,1,1,1,1
img_1483.png,12,0,0,0,0
img_1484.png,12,2,2,2,2
img_1485.png,12,2,1,1,2
img_1486.png,12,0,0,0,0
img_1487.png,12,2,1,1,1
img_1488.png,12,0,0,0,0
img_1489.png,12,0,0,0,0
img_1490.png,12,0,0,0,0
img_1491.png,12,2,2,2,2
img_1492.png,12,0,0,0,0
img_1493.png,12,0,0,0,0
img_1494.png,12,2,1,1,1
img_1495.png,12,2,2,2,2
img_1496.png,12,2,2,1,1
img_1497.png,12,2,2,2,2
img_1498.png,12,0,0,0,0
img_1499.png,12,2,2,2,2
img_1500.png,12,0,0,0,0
img_1501.png,12,0,0,0,0
img_1502.png,12,0,0,0,0
img_1503.png,12,1,1,1,1
img_1504.png,12,1,0,1,1
img_1505.png,12,0,0,0,0
img_1506.png,12,2,2,2,2
img_1507.png,12,1,1,2,1
img_1508.png,12,0,0,0,0
img_1509.png,12,2,2,1,1
img_1510.png,12,0,0,0,0
img_1511.png,12,0,0,0,0
img_1512.png,12,1,1,1,1
img_1513.png,12,0,0,0,0
img_1514.png,12,2,2,2,2
img_1515.png,12,2,2,2,2
img_1516.png,12,1,1,1,1
img_1517.png,12,1,1,1,1
img_1518.png,12,2,2,2,2
img_1519.png,12,0,0,0,0
img_1520.png,12,1,1,1,1
img_1521.png,12,2,2,2,2
img_1522.png,12,2,2,2,2
img_1523.png,12,2,2,2,2
img_1524.png,12,0,0,0,0
img_1525.png,12,1,0,0,0
img_1526.png,12,2,2,1,1
img_1527.png,12,1,0,0,0
img_1528.png,12,1,1,1,1
img_1529.png,12,1,0,1,1
img_1530.png,12,2,2,2,2
img_1531.png,12,1,0,0,1
img_1532.png,12,2,2,2,2
img_1533.png,12,1,1,1,1
img_1534.png,12,2,2,2,2
img_1535.png,12,2,2,2,2
img_1536.png,12,1,1,1,1
img_1537.png,12,1,1,1,1
img_1538.png,12,2,2,2,2
img_1539.png,12,0,1,0,1
img_1540.png,12,1,1,1,1
